product_name,product_name_da,brands,categories_tags,main_category,main_category_en,labels_tags,languages_tags,countries_tags,lc,ecoscore_grade,environmental_score_grade,ecoscore_score
naturli,<NA>,naturli havredrik,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,da:havredrik",da:havredrik,da:havredrik,"en:organic,en:eu-organic,en:non-eu-agriculture,en:dk-øko-100,en:eu-agriculture,en:eu-non-eu-agriculture,en:green-dot,en:no-added-sugar",<na>,en:denmark,<na>,,a,
Peanutbutter Crunchy,<NA>,Peanutbutter Pusheren,,,,,<na>,en:denmark,<na>,,unknown,
Smooth Peanutbutter,<NA>,Peanutbutter Pusheren,,,,,<na>,en:denmark,<na>,,unknown,
Peanutbutter,<NA>,Peanutbutter Pusheren,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:plant-based-spreads,en:oilseed-purees,en:legume-butters,en:peanut-butters",en:peanut-butters,Peanut butters,,<na>,en:denmark,<na>,,d,
Smooth,<NA>,Peanutbutter Pusheren,,,,en:100-natural,<na>,en:denmark,<na>,,unknown,
Almond Butter,<NA>,Peanutbutter Pusherens,,,,,<na>,en:denmark,<na>,,unknown,
Whey 100,<NA>,Linus Pro,,,,,<na>,en:denmark,<na>,,unknown,
Kylling Bryst Pålæg,<NA>,Rema,,,,,<na>,en:denmark,<na>,,unknown,
Creamy Cookie Dough,<NA>,Rema1000,,,,,<na>,en:denmark,<na>,,unknown,
Hakket Oksekød 4-7%,<NA>,Danish Crown,,,,,<na>,en:denmark,<na>,,unknown,
Danskvand med nrus,<NA>,Nornir,,,,,<na>,en:denmark,<na>,,unknown,
æble og hyldeblomstsaft,<NA>,godmorgon,,,,,<na>,en:denmark,<na>,,unknown,
Creme fraiche dressing,<NA>,Chestfords,"en:condiments,en:sauces,en:salad-dressings",en:salad-dressings,Salad dressings,,<na>,en:denmark,<na>,,d,
Remoulade Let,<NA>,Salatmesteren,,,,,<na>,en:denmark,<na>,,unknown,
Mandler med røgsmag,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Organic pasta sauce with garlic,<NA>,Øgo,"en:condiments,en:sauces,en:pasta-sauces",en:pasta-sauces,Pasta sauces,"en:organic,en:eu-organic",<na>,en:denmark,<na>,,unknown,
Fiber Riskiks,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Food To Go Chocolate Caramel,<NA>,Arla Protein,,,,,<na>,en:denmark,<na>,,unknown,
Cæsersalat Med Pasta,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
Protein Shake,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
Teriyaki Kyllingespyd,<NA>,Chick N Quick,,,,,<na>,en:denmark,<na>,,unknown,
Surdejen Boller,<NA>,Hatting,,,,,<na>,en:denmark,<na>,,unknown,
Galette bretonne pur beurre,<NA>,,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies,en:shortbread-cookies-from-brittany",en:shortbread-cookies-from-brittany,Shortbread cookies from Brittany,,<na>,en:denmark,<na>,,c,
Magnesium (glycinate),<NA>,Pure Encapsulations,en:dietary-supplements,en:dietary-supplements,Dietary supplements,en:no-gluten,<na>,en:denmark,<na>,,unknown,
Forårs Blanding,<NA>,Rema 1000,,,,,<na>,en:denmark,<na>,,unknown,
Classic Spanish Potato Chips Lightly Salted,<NA>,Que Pasa Papi,,,,,<na>,en:denmark,<na>,,unknown,
Yuzuka,<NA>,Yuzuka,,,,,<na>,en:denmark,<na>,,unknown,
Chicken kabab,<NA>,Bombay kitchen,,,,,<na>,en:denmark,<na>,,unknown,
Black Seedless Grapes,<NA>,Vanguard Fresh,,,,,<na>,en:denmark,<na>,,unknown,
Chili Paste,<NA>,Pantai,,,,,<na>,en:denmark,<na>,,unknown,
String Cheese,<NA>,Wisconsin Cheese Company,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:string-cheeses",en:string-cheeses,String cheeses,,<na>,en:denmark,<na>,,d,
Mixed Cheese Curds,<NA>,Wisconsin Cheese Company,,,,,<na>,en:denmark,<na>,,unknown,
Active Whey,<NA>,Pouri,,,,,<na>,en:denmark,<na>,,unknown,
Chokoladekage,<NA>,Ready to bake,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",en:cake-mixes,Cake mixes,en:made-in-france,<na>,en:denmark,<na>,,unknown,
G fuel pewdipie,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Sparkling Water,<NA>,Liquid Death,,,,,<na>,en:denmark,<na>,,unknown,
Chai Pulver,<NA>,Cosmo,,,,,<na>,en:denmark,<na>,,unknown,
Firm Silken Tofu,<NA>,Mori-nu,,,,,<na>,en:denmark,<na>,,unknown,
Bread crumbs,<NA>,Mor,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:bread-crumbs",en:bread-crumbs,Bread crumbs,"en:low-or-no-fat,en:low-fat",<na>,"en:croatia,en:czech-republic,en:denmark,en:finland,en:france,en:germany,en:hungary,en:italy,en:netherlands,en:norway,en:poland,en:spain,en:sweden,en:united-kingdom",<na>,,unknown,
Spicy Miso Ramen,<NA>,S'Noods,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles",en:noodles,Noodles,"en:no-gmos,en:non-gmo-project",<na>,en:denmark,<na>,,unknown,
Protein Raspberry Yogurt Drink,<NA>,Arla,,,,,<na>,en:denmark,<na>,,unknown,
Müsli,<NA>,Crownfleld,,,,,<na>,en:denmark,<na>,,unknown,
Soya Protein Isolate Chocolate,<NA>,Bulk,,,,,<na>,en:denmark,<na>,,unknown,
Roasted & Salted Cashews,<NA>,"Stockwell, Stockwell & Co, Tesco","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:cashew-nuts",en:cashew-nuts,Cashew nuts,,<na>,en:denmark,<na>,,e,
Hvedegluten (Vital Wheat Gluten),<NA>,Nyborgs Room,,,,,<na>,en:denmark,<na>,,unknown,
Lyoner pålægspølse,<NA>,Lidl,,,,,<na>,en:denmark,<na>,,unknown,
Risotto Rice,<NA>,Vores,,,,,<na>,en:denmark,<na>,,unknown,
Mellemlagret,<NA>,Riberhus,,,,,<na>,en:denmark,<na>,,unknown,
Lyoner pålægspølse,<NA>,Lidl,,,,,<na>,en:denmark,<na>,,unknown,
Super smooth belgian 70% dark chocolate bars,<NA>,Trader Joe's,,,,,<na>,en:denmark,<na>,,unknown,
Iced Tea Peach,<NA>,Nestea,,,,,<na>,en:denmark,<na>,,unknown,
BUBBLE FIZZ,<NA>,Red Band,,,,,<na>,en:denmark,<na>,,unknown,
15 Mini Flutes,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
boghvedegryn,<NA>,kilic,da:gryn,da:gryn,da:gryn,,<na>,"en:denmark,en:italy",<na>,,unknown,
Ekologisk Ost Blåmögel (36% MG),<NA>,Ikea,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:blue-veined-cheeses,en:pasteurized-cheeses",en:pasteurized-cheeses,Pasteurized cheeses,"en:organic,en:eu-organic,en:dk-øko-100,en:green-dot",<na>,"en:denmark,en:france,en:united-kingdom",<na>,,b,
Pressed Orange With Pulp,<NA>,Tropicana,,,,,<na>,en:denmark,<na>,,unknown,
Juice,<NA>,Tropicana,,,,,<na>,en:denmark,<na>,,unknown,
pesto,<NA>,Coop,"en:condiments,en:sauces,en:pestos,en:groceries",en:groceries,Groceries,,<na>,en:denmark,<na>,,d,
Beyond Sausage Bratwurst 2 stk,<NA>,GEIA FOOD BRAND,,,,"en:no-gluten,en:vegetarian-society-approved",<na>,en:denmark,<na>,,unknown,
Økologisk Solsikke Rugbrød,<NA>,Schulstad,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",en:breads,Breads,"en:organic,en:eu-organic,en:danish-state-controlled-organic,en:dk-øko-100",<na>,en:denmark,<na>,,unknown,
chorizo,<NA>,,"en:meats-and-their-products,en:prepared-meats,en:cured-sausages,en:chorizo",en:chorizo,Chorizo,,<na>,en:denmark,<na>,,e,
Mini Fourrés Fraise,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
wasa glutenfri laktosfri naturell,<NA>,wasa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,"en:vegetarian,en:vegan",<na>,en:denmark,<na>,,unknown,
Caramel Choco,<NA>,Barebells,,,,,<na>,en:denmark,<na>,,unknown,
Coco Choco Soft Protein Bar,<NA>,Barebells,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-bars",en:protein-bars,Protein bars,en:no-added-sugar,<na>,en:denmark,<na>,,unknown,
Monty Chocolate,<NA>,Barebells,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-bars",en:protein-bars,Protein bars,en:no-added-sugar,<na>,en:denmark,<na>,,unknown,
Spring rolls,<NA>,Daloon,"en:meals,en:spring-rolls",en:spring-rolls,Spring rolls,,<na>,en:denmark,<na>,,c,
Ananassaft,<NA>,beckers bester,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:pineapple-juices",en:pineapple-juices,Pineapple juices,,<na>,en:denmark,<na>,,d,
Skyr pfirsich,<NA>,Frankenland,,,,,<na>,en:denmark,<na>,,unknown,
fungi bøf,<NA>,Matr,"en:plant-based-foods-and-beverages,en:plant-based-foods",en:plant-based-foods,Plant-based foods,"en:organic,en:eu-organic,en:danish-state-controlled-organic,en:dk-øko-100,da:cradle-to-cradle",<na>,en:denmark,<na>,,unknown,
husk,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Squash Sporstvand (sukkerfri),<NA>,Tuborg,,,,,<na>,en:denmark,<na>,,unknown,
Faxe Kondi Appelsin 0 Kalorier,<NA>,Faxe Kondi,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:sodas",en:sodas,Sodas,,<na>,en:denmark,<na>,,not-applicable,
Trinity,<NA>,Booster,,,,,<na>,en:denmark,<na>,,unknown,
Marshmallows,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
Luksusrogn,<NA>,Amanda,"en:seafood,en:fishes-and-their-products,en:fishes,en:fish-preparations",en:fish-preparations,Fish preparations,,<na>,en:denmark,<na>,,unknown,
Christmas Mazarin Cake,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Mørbradgryde,<NA>,Slagter lund,,,,,<na>,en:denmark,<na>,,unknown,
Smoothie Æble Banan Jordbær,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Silkeskåret Kylling,<NA>,Minimum,,,,,<na>,en:denmark,<na>,,unknown,
Søde sprøde løse majs,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Harboe Cola,<NA>,Harboe,,,,,<na>,en:denmark,<na>,,unknown,
Mørbrad Gryde,<NA>,Steff Houlberg,,,,,<na>,en:denmark,<na>,,unknown,
Kylling,<NA>,Tulip,,,,,<na>,en:denmark,<na>,,unknown,
Pålækker Hamburgerryg,<NA>,Tulip,"en:meats-and-their-products,en:prepared-meats,en:hams,en:cut,en:sliced-ham",en:sliced-ham,Sliced-ham,en:tykkere-skiver,<na>,en:denmark,<na>,,unknown,
Hamburgerryg,<NA>,De Grønne Slagter,,,,,<na>,en:denmark,<na>,,unknown,
Rullepølse Med Krydderier Og Løg,<NA>,Den Grønne Slagter,,,,,<na>,en:denmark,<na>,,unknown,
Pulled pork,<NA>,Tulip,,,,,<na>,en:denmark,<na>,,unknown,
Kyllingebryst Bacon,<NA>,Steff Houlbjerg,,,,,<na>,en:denmark,<na>,,unknown,
chili chedda,<NA>,gøl,,,,,<na>,en:denmark,<na>,,unknown,
Kalkunbacon,<NA>,Den Grønne Slagter,,,,,<na>,en:denmark,<na>,,unknown,
Filet A La Mørbrad Tomat & Ramsløg,<NA>,Rema 1000,,,,,<na>,en:denmark,<na>,,unknown,
Vanilje Sirup,<NA>,,en:syrups,en:syrups,Syrups,,<na>,en:denmark,<na>,,unknown,
Pizzadej Fersk,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
quality,<NA>,Kathi,,,,,<na>,en:denmark,<na>,,unknown,
Soy Sauce,<NA>,kikkoman,,,,,<na>,en:denmark,<na>,,unknown,
Semințe pestrițe,<NA>,Nutline,,,,,<na>,en:denmark,<na>,,unknown,
Sahne-Heringsfilets,<NA>,ja!,de:eingelegte-sahneheringsfilet,de:eingelegte-sahneheringsfilet,de:eingelegte-sahneheringsfilet,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc,de:eigenmarke-von-rewe",<na>,"en:denmark,en:germany",<na>,,unknown,
Barre énergétique Citron Gingembre,<NA>,Mulebar,"en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:dietary-supplements,en:bodybuilding-supplements,en:fruits-cereal-bars,en:energy-bars",en:energy-bars,Energy bars,"en:organic,en:vegetarian,en:eu-organic,en:non-eu-agriculture,en:vegan,en:1-for-the-planet,en:eu-agriculture,en:eu-non-eu-agriculture,en:gb-org-05,en:the-vegan-society",<na>,"en:belgium,en:denmark,en:france,en:germany,en:malaysia,en:netherlands,en:norway,en:sweden,en:united-kingdom",<na>,,a,
Magnesium pluc C-Vitalis,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Whey isolate 100%,<NA>,Scitec Nutrition,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",en:protein-powders,Protein powders,,<na>,en:denmark,<na>,,unknown,
Protein Power,<NA>,BiotechUSA,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",en:protein-powders,Protein powders,,<na>,en:denmark,<na>,,unknown,
Cornflakes Gluten Free,<NA>,Urtekram,es:cereales-organicos,es:cereales-organicos,es:cereales-organicos,"en:no-gluten,en:organic,en:eu-organic,fr:certifie-ecosocial-par-ibd",<na>,en:denmark,<na>,,unknown,
Mørk chokolade,<NA>,Chøkolade,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",en:dark-chocolates,Dark chocolates,"en:vegetarian,en:organic,en:eu-organic,en:vegan,en:danish-state-controlled-organic,en:dk-øko-100,en:no-lactose,da:fairtransport-med-sejlbåd,da:mindst-70-kakao",<na>,en:denmark,<na>,,c,
Speisequark,<NA>,Milbona,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-cheeses,en:quarks,en:quark-with-20-fat-in-dry-mass,pt:queijos-frescos-quark",pt:queijos-frescos-quark,pt:queijos-frescos-quark,"en:green-dot,en:nutriscore,en:nutriscore-grade-a,es:recicla-amarillo,pt:ecoponto-amarelo",<na>,"en:austria,en:denmark,en:finland,en:germany,en:portugal,en:spain,en:sweden",<na>,,d,
Champignons III. Wahl in Scheiben,<NA>,Freshona,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetable-based-foods-and-beverages,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:fresh-foods,en:pickles,en:canned-vegetables,en:mushrooms-and-their-products,en:mushrooms,en:canned-mushrooms,en:champignon-mushrooms,en:canned-champignon-mushrooms",en:canned-champignon-mushrooms,Canned champignon mushrooms,"en:nutriscore,en:nutriscore-grade-a,fr:tidy-man",<na>,"en:belgium,en:czech-republic,en:denmark,en:france,en:germany,en:portugal,en:spain",<na>,,a-plus,
White Asparagus,<NA>,Freshona,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:vegetables,en:canned-vegetables,en:vegetable-rods,en:asparagus,en:canned-asparagus",en:canned-asparagus,Canned asparagus,"en:green-dot,da:fremstillet-i-kina",<na>,"en:denmark,en:france,en:germany,en:spain,en:switzerland",<na>,,a,
Cerneaux de Noix,<NA>,Alesto,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:shelled-nuts,en:walnuts,en:walnut-kernels",en:walnut-kernels,Walnut kernels,"en:low-or-no-salt,en:vegetarian,en:omega-3,en:vegan,en:high-in-omega-3,en:no-added-salt,en:nutriscore,en:nutriscore-grade-a,fr:triman",<na>,"en:austria,en:belgium,en:bulgaria,en:croatia,en:denmark,en:france,en:germany,en:italy,en:netherlands,en:poland,en:portugal,en:romania,en:serbia,en:spain",<na>,,e,
Knäckebrot Wholegrain Rye Crispbread,<NA>,Rivercote,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads",en:crispbreads,Crispbreads,"en:green-dot,pt:ecoponto-azul",<na>,"en:denmark,en:finland,en:germany,en:italy,en:portugal,en:spain,en:sweden,en:united-kingdom",<na>,,unknown,
fiberknas,<NA>,Bells,"en:breakfasts,da:ymerdrys",da:ymerdrys,da:ymerdrys,,<na>,en:denmark,<na>,,unknown,
Iodised Salt,<NA>,ChanteSel,"en:condiments,en:salts,da:mineral",da:mineral,da:mineral,"en:made-in-germany,en:nutriscore,en:nutriscore-grade-b",<na>,"en:denmark,en:poland",<na>,,a-plus,
Chili Mayo Lidl,<NA>,Kania,,,,,<na>,en:denmark,<na>,,unknown,
Kermajuustoviipale 26%,<NA>,"Lidl, Milbona","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses",en:sliced-cheeses,Sliced cheeses,,<na>,"en:denmark,en:finland,en:france,en:sweden",<na>,,d,
Mozzarella grated,<NA>,"Lidl,Milbona","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:grated-cheese,en:grated-mozzarella",en:grated-mozzarella,Grated Mozzarella,"en:vegetarian,en:european-vegetarian-union,en:european-vegetarian-union-vegetarian,en:green-dot,pt:ecoponto-amarelo",<na>,"en:bulgaria,en:croatia,en:cyprus,en:denmark,en:finland,en:france,en:germany,en:portugal,en:romania,en:sweden",<na>,,d,
Paté Grøn Peber,<NA>,Delikato,en:meats-and-their-products,en:meats-and-their-products,Meats and their products,en:made-in-belgium,<na>,en:denmark,<na>,,unknown,
ice tea,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Økoligisk Havre Drink,<NA>,,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",en:oat-based-drinks,Oat-based drinks,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:it-bio-009",<na>,en:denmark,<na>,,b,
Økologisk Himbær Marmelade,<NA>,Øko Livet,"en:plant-based-foods-and-beverages,en:plant-based-foods",en:plant-based-foods,Plant-based foods,,<na>,en:denmark,<na>,,unknown,
Økologisk tomat juice,<NA>,Øko livet,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:juices-and-nectars,en:vegetable-based-beverages,en:tomatoes-and-their-products,en:vegetable-juices,en:tomato-juices",en:tomato-juices,Tomato juices,,<na>,en:denmark,<na>,,unknown,
Solsikke rugbrød,<NA>,Miller's,,,,,<na>,en:denmark,<na>,,unknown,
Blandade kakor,<NA>,Kirkland,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,da:småkager",da:småkager,da:småkager,,<na>,en:denmark,<na>,,c,
Fusilli,<NA>,Baresa,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,af:fusilli,es:fusilli-de-trigo-duro",es:fusilli-de-trigo-duro,es:Fusilli de trigo duro,"en:vegetarian,en:vegan,en:made-in-italy,en:nutriscore,en:nutriscore-grade-a",<na>,"en:denmark,en:france,en:germany",<na>,,unknown,
Панирани лучени кръгчета,<NA>,"Culinea, McEnnedy","en:plant-based-foods-and-beverages,en:plant-based-foods,en:frozen-foods,en:meals,en:frozen-plant-based-foods,en:breaded-products,en:combination-meals,en:frozen-plant-based-foods-mixes,en:frozen-ready-made-meals,en:plant-based-meals,en:breaded-onion-rings",en:breaded-onion-rings,Breaded onion rings,"en:vegetarian,en:vegan",<na>,"en:bulgaria,en:czech-republic,en:denmark,en:france,en:germany",<na>,,unknown,
Thin Crisp,<NA>,Tastino,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:breads,en:crispbreads",en:crispbreads,Crispbreads,,<na>,"en:denmark,en:netherlands,en:sweden",<na>,,unknown,
Muesli Bars Chocolate & Banana,<NA>,"Crownfield, Lidl","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:chocolate-cereal-bars,en:fruits-cereal-bars,en:banana-cereal-bars",en:banana-cereal-bars,Banana cereal bars,"en:fair-trade,en:vegetarian,en:fairtrade-international,en:source-of-fibre,en:sustainable-farming,en:fsc,en:fsc-mix,en:nutriscore,en:nutriscore-grade-d,en:utz-certified,en:utz-certified-cocoa",<na>,"en:bulgaria,en:denmark,en:france,en:germany,en:poland,en:united-kingdom",<na>,,a,
Stege- og bagemargarine,<NA>,Vita D'or,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats",en:vegetable-fats,Vegetable fats,en:made-in-denmark,<na>,en:denmark,<na>,,unknown,
Yogurt Mixed Berries,<NA>,Milbona,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",en:yogurts,Yogurts,,<na>,en:denmark,<na>,,b,
Pâté de sardinha,<NA>,"Sol&Mar, Lidl, Nixe","en:sardines-paste,es:pates-de-origen-animal",es:pates-de-origen-animal,es:pates-de-origen-animal,,<na>,"en:croatia,en:denmark,en:france,en:spain",<na>,,unknown,
Triple taste ice cream,<NA>,"Bon Gelati,Lidl","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs",en:ice-cream-tubs,Ice cream tubs,"en:fair-trade,en:sustainable-farming,en:fairtrade-cocoa,en:rainforest-alliance,en:utz-certified,en:utz-certified-cocoa",<na>,"en:croatia,en:denmark,en:finland,en:hungary,en:romania,en:slovenia,en:sweden",<na>,,a-plus,
long grain easy cook rice,<NA>,"Golden Sun, Lidl, Golden Sun Lidl","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:long-grain-rices,en:parboiled-rices,en:white-rices,en:parboiled-white-rices",en:parboiled-white-rices,Parboiled white rices,"en:nutriscore,en:nutriscore-grade-a",<na>,"en:denmark,en:germany",<na>,,e,
Vita D'or Plant Margarine 60% Fat,<NA>,"Lidl, Vita D'or","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:spreads,en:plant-based-spreads,en:salted-spreads,en:spreadable-fats,en:vegetable-fats,en:margarines",en:margarines,Margarines,,<na>,en:denmark,<na>,,b,
Havregryn,<NA>,Madværket,"da:fødvarer,da:havre-gryn",da:havre-gryn,da:havre-gryn,,<na>,en:denmark,<na>,,unknown,
Finvalsefe Havregryn,<NA>,Crownfield,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rolled-oats",en:rolled-oats,Rolled oats,"en:vegetarian,en:vegan,en:nutriscore,en:nutriscore-grade-b",<na>,en:denmark,<na>,,a-plus,
Tarteletter,<NA>,Møllesten,,,,,<na>,en:denmark,<na>,,unknown,
Leverpostej Fra Lidl,<NA>,Pålægsslagteren,,,,,<na>,en:denmark,<na>,,unknown,
Kyllingebryst,<NA>,Pålægsslagteren,,,,,<na>,en:denmark,<na>,,unknown,
Kyllingepølser,<NA>,Lidl,,,,,<na>,en:denmark,<na>,,unknown,
Smørbar,<NA>,Milbona,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Ocean Sea,,,,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Bacon Leverpostej,<NA>,Pplægs Slagteren,,,,,<na>,en:denmark,<na>,,unknown,
Hvidløgspaté,<NA>,Pålægs Slagteren,,,,,<na>,en:denmark,<na>,,unknown,
Salt Coarse,<NA>,ChanteSel,"en:condiments,da:mineral",da:mineral,da:mineral,"en:nutriscore,en:nutriscore-grade-a",<na>,en:denmark,<na>,,unknown,
klassisk morneysouce,<NA>,Kania,da:morneysovs,da:morneysovs,da:morneysovs,,<na>,en:denmark,<na>,,unknown,
Saltkød,<NA>,Pålægs Slagteren,,,,,<na>,en:denmark,<na>,,unknown,
Combino Spaghetti Integrali Vollkorn,<NA>,"Baresa, Combino, Lidl","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti,en:whole-wheat-spaghetti",en:whole-wheat-spaghetti,Whole-wheat-spaghetti,,<na>,"en:austria,en:croatia,en:denmark,en:finland,en:france,en:ireland,en:lithuania,en:sweden",<na>,,unknown,
Øko lager eddike,<NA>,,"en:condiments,en:vinegars",en:vinegars,Vinegars,,<na>,en:denmark,<na>,,b,
